v0.6.1,,,,,,,,,,
CÓDIGO,UNIDAD,"MATERIAL BÁSICO","MATERIAL 1","MATERIAL 2","MATERIAL 3",Masa,Masa,Masa,"TOTAL KG","FACTOR DE CALCULO HCE"
P01BC080,u,"Bloq.horm. celular 62,5x25x15","HORMIGON CELULAR",,,"12,890625",,,"12,890625",0
P01BC090,u,"Bloq.horm. celular 62,5x25x17,5","HORMIGON CELULAR",,,"15,0390625",,,"15,0390625",0
P01BC100,u,"Bloq.horm. celular 62,5x25x20","HORMIGON CELULAR",,,"17,1875",,,"17,1875",0
P01BC110,u,"Bloq.horm. celular 62,5x25x22,5","HORMIGON CELULAR",,,"19,3359375",,,"19,3359375",0
P01BC120,u,"Bloq.horm. celular 62,5x25x25","HORMIGON CELULAR",,,"13,671875",,,"13,671875",0
P01BC130,u,"Bloq.horm. celular 62,5x25x30","HORMIGON CELULAR",,,"16,40625",,,"16,40625",0
P01BD,,"BLOQUES DRENAJE",,,,0,,,0,0
P01BD010,u,"Bloque drenaje granito 50x20x12","PIEDRA NATURAL CORTE SIERRA",,,"33,6",,,"33,6",0
P01BE,,"BLOQUES ARCILLA EXPANDIDA",,,,0,,,0,0
P01BE010,u,"Bloque arc.exp. 40x20x10","BLOQUE DE HORMIGON ALIGERADO HUECO",,,9,,,9,0
P01BE020,u,"Bl. arcilla expand. fonoaislante 30x17x20","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"10,8181818181818",,,"10,8181818181818",0
P01BE030,u,"Bloque arc.exp. 40x20x15-1 cam.","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"11,4",,,"11,4",0
P01BE040,u,"Bloque arc.exp. 40x20x15-2 cam.","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"11,4",,,"11,4",0
P01BE050,u,"Bloque arc.exp. 40x20x20-1 cam.","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"15,2",,,"15,2",0
P01BE060,u,"Bloque arc.exp. 40x20x20-2 cam.","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"15,2",,,"15,2",0
P01BE070,u,"Bloque arc.exp. 40x20x25-1cam.","BLOQUE DE HORMIGON ALIGERADO HUECO",,,19,,,19,0
P01BE080,u,"Bloque arc.exp. 40x20x30-1 cam.","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"22,8",,,"22,8",0
P01BE090,u,"Bl. arcilla expandida macizo 50x20x15","BLOQUE DE HORMIGON ALIGERADO HUECO",,,15,,,15,0
P01BE100,u,"Bl. arcilla expandida macizo 50x20x20","BLOQUE DE HORMIGON ALIGERADO HUECO",,,17,,,17,0
P01BE110,u,"Bloque arcilla expandida macizo 50x20x25","BLOQUE DE HORMIGON ALIGERADO HUECO",,,21,,,21,0
P01BE120,u,"Bloque arcilla expandida macizo 50x20x25R","BLOQUE DE HORMIGON ALIGERADO HUECO",,,21,,,21,0
P01BE130,u,"Bloque arcilla expandida macizo 50x20x30","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"25,2",,,"25,2",0
P01BE140,u,"Bloque arcilla expandida macizo 50x20x30R","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"25,2",,,"25,2",0
P01BE150,u,"Bl.arcilla expandida multicam 50x20x12","BLOQUE DE HORMIGON ALIGERADO HUECO",,,12,,,12,0
P01BE160,u,"Bl.arcilla expandida multicam.50x20x15","BLOQUE DE HORMIGON ALIGERADO HUECO",,,14,,,14,0
P01BE170,u,"Bl.arcilla expandida doble cámara 50x20x20","BLOQUE DE HORMIGON ALIGERADO HUECO",,,19,,,19,0
P01BE180,u,"Bl.arcilla expandida multicam.50x20x25","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"23,75",,,"23,75",0
P01BE190,u,"Bl.arcilla expandida multicam 50x20x30","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"28,5",,,"28,5",0
P01BE200,u,"Bl.arcilla expandida multicam 50x20x15","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"14,25",,,"14,25",0
P01BE210,u,"B.arcilla exp.gris 40x20x20-2cam","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"15,2",,,"15,2",0
P01BE220,u,"B.arcilla exp.color 40x20x20-2ca","BLOQUE DE HORMIGON ALIGERADO HUECO",,,"15,2",,,"15,2",0
P01BLB010,u,"Bloq.horm. standard liso blanco 40x10x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLB020,u,"Bloq.horm. standard liso blanco 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BLB030,u,"Bloq.horm. standard liso blanco 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLB040,u,"Bloq.horm. standard liso blanco 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLB050,u,"Bloq.horm. standard liso blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLB060,u,"Bloq.horm. standard liso blanco 40x30x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"17,16",,,"17,16",0
P01BLB070,u,"Bloq.horm. esquina liso blanco 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLB080,u,"Bloq.horm. esquina liso blanco 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLB090,u,"Bloq.horm. esquina liso blanco 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLB100,u,"Bloq.horm. esquina liso blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLB110,u,"Bloq.horm. esquina liso blanco 40x30x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"17,16",,,"17,16",0
P01BLB120,u,"Bloq.horm. medio liso blanco 20x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BLB130,u,"Bloq.horm. medio liso blanco 20x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLB140,u,"Bloq.horm. zuncho liso blanco 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLB150,u,"Bloq.horm. zuncho liso blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLB160,u,"Plaqueta lisa blanca 40x5x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,4",,,"4,4",0
P01BLB170,u,"Cubremuros liso blanco 20x26,5x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"3,7895",,,"3,7895",0
P01BLB180,u,"B.hor. blanco cuadrangular 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLC010,u,"Bloq.horm. standard liso color 40x10x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLC020,u,"Bloq.horm. standard liso color 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BLC030,u,"Bloq.horm. standard liso color 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLC040,u,"Bloq.horm. standard liso color 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLC050,u,"Bloq.horm. standard liso color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLC060,u,"Bloq.horm. standard liso color 40x30x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"17,16",,,"17,16",0
P01BLC070,u,"Bloq.horm. esquina liso color 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BLC080,u,"Bloq.horm. esquina liso color 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLC090,u,"Bloq.horm. esquina liso color 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLC100,u,"Bloq.horm. esquina liso color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLC110,u,"Bloq.horm. esquina liso color 40x30x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"17,16",,,"17,16",0
P01BLC120,u,"Bloq.horm. medio liso color 20x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BLC130,u,"Bloq.horm. medio liso color 20x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLC140,u,"Bloq.horm. zuncho liso color 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLC150,u,"Bloq.horm. zuncho liso color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLC160,u,"Plaqueta lisa color 40x5x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,4",,,"4,4",0
P01BLC170,u,"Cubremuros liso color 20x26,5x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"0,37895",,,"0,37895",0
P01BLC180,u,"B.horm.cuadrangular col.40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLG010,u,"Bloq.horm. standard liso gris 40x10x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLG020,u,"Bloq.horm. standard liso gris 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BLG030,u,"Bloq.horm. standard liso gris 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLG040,u,"Bloq.horm. standard liso gris 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLG050,u,"Bloq.horm. standard liso gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLG060,u,"Bloq.horm. standard liso gris 40x30x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"17,16",,,"17,16",0
P01BLG070,u,"Bloq.horm. esquina liso gris 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BLG080,u,"Bloq.horm. esquina liso gris 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLG090,u,"Bloq.horm. esquina liso gris 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLG100,u,"Bloq.horm. esquina liso gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLG110,u,"Bloq.horm. esquina liso gris 40x30x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"17,16",,,"17,16",0
P01BLG120,u,"Bloq.horm. medio liso gris 20x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BLG130,u,"Bloq.horm. medio liso gris 20x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BLG140,u,"Bloq.horm. zuncho liso gris 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLG150,u,"Bloq.horm. zuncho liso gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLG160,u,"Plaqueta lisa gris 40x5x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,4",,,"4,4",0
P01BLG170,u,"Cubremuros liso gris 20x26,5x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"3,7895",,,"3,7895",0
P01BLG180,u,"Bloq.horm. ignífugo liso gris 40x15x20 EI-90","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BLG190,u,"Bloq.horm. ignífugo liso gris 40x20x20 EI-180","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BLG200,u,"Bloq.horm. ignífugo liso gris 40x30x20 EI-240","BLOQUE DE HORMIGON CONVENCIONAL",,,"17,16",,,"17,16",0
P01BO010,u,"Bloq.horm. para revestir 40x7x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,004",,,"4,004",0
P01BO020,u,"Bloq.horm. para revestir 40x10x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BO030,u,"Bloq.horm. para revestir 40x12x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"6,864",,,"6,864",0
P01BO040,u,"Bloq.horm. para revestir 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BO050,u,"Bloq.horm. para revestir 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BO060,u,"Bloq.horm. para revestir 40x30x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"17,16",,,"17,16",0
P01BO070,u,"Bloq.horm. para revestir 50x6x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BO080,u,"Bloq.horm. para revestir 50x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"10,725",,,"10,725",0
P01BO090,u,"Bloq.horm. para revestir 50x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"14,3",,,"14,3",0
P01BO100,u,"Bloq.horm. para revestir hidrófugo 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BO110,u,"Bloq.horm. para revestir hidrófugo 50x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"10,725",,,"10,725",0
P01BO120,u,"Bloq.horm. para revestir hidrófugo 50x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"14,3",,,"14,3",0
P01BO130,u,"Bloq.horm. zuncho revestir hidrófugo 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BO140,u,"Bloq.horm. zuncho revestir hidrófugo 50x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"10,725",,,"10,725",0
P01BO150,u,"Bloq.horm. zuncho revestir hidrófugo 50x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BO160,u,"Bloq.horm. revestir esp.mur.arm. 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"13,728",,,"13,728",0
P01BO170,u,"Bloq.horm. revestir esp.mur.arm. 40x20x24","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BO180,u,"Bloq.horm. revestir esp.mur.arm. 40x30x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"17,16",,,"17,16",0
P01BO190,u,"Bloq.horm. revestir esp.mur.arm. 50x30x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"21,45",,,"21,45",0
P01BP010,u,"Bloq.horm. sardinel gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP020,u,"Bloq.horm. sardinel blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP030,u,"Bloq.horm. sardinel color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP040,u,"Bloq.horm. ranurado liso gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP050,u,"Bloq.horm. ranurado liso blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP060,u,"Bloq.horm. ranurado liso color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP070,u,"Bloq.horm. ranurado split gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP080,u,"Bloq.horm. ranurado split blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP090,u,"Bloq.horm. ranurado split color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP100,u,"Bloq.horm. rudolph gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP110,u,"Bloq.horm. rudolph blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP120,u,"Bloq.horm. rudolph color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP130,u,"Bloq.horm. acanalado gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP140,u,"Bloq.horm. acanalado blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP150,u,"Bloq.horm. acanalado color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP160,u,"Bloq.horm. punta diamante gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP170,u,"Bloq.horm. punta diamante blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP180,u,"Bloq.horm. punta diamante color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP190,u,"Bloq.horm. estriado gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP200,u,"Bloq.horm. estriado blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BP210,u,"Bloq.horm. estriado color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSB010,u,"Bloq.horm. standard 1c.split blanco 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSB020,u,"Bloq.horm. standard 1c.split blanco 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BSB030,u,"Bloq.horm. standard 1c.split blanco 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSB040,u,"Bloq.horm. standard 1c.split blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSB050,u,"Bloq.horm. standard 2c.split blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSB060,u,"Bloq.horm. c.lisas 1c.split blanco 20x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,145",,,"2,145",0
P01BSB070,u,"Bloq.horm. c.lisas 1c.split blanco 20x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSB080,u,"Bloq.horm. c.lisas 1c.split blanco 20x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,86",,,"2,86",0
P01BSB090,u,"Bloq.horm. c.lisas 1c.split blanco 20x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSB100,u,"Bloq.horm. c.lisas 1c.split blanco 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSB110,u,"Bloq.horm. c.lisas 1c.split blanco 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BSB120,u,"Bloq.horm. c.lisas 1c.split blanco 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSB130,u,"Bloq.horm. c.lisas 1c.split blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSB140,u,"Bloq.horm. c.lisas 2c.split blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSB150,u,"Bloq.horm. esquina split blanco 20x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,145",,,"2,145",0
P01BSB160,u,"Bloq.horm. esquina split blanco 20x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSB170,u,"Bloq.horm. esquina split blanco 20x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,86",,,"2,86",0
P01BSB180,u,"Bloq.horm. esquina split blanco 20x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSB190,u,"Bloq.horm. esquina split blanco 35x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"3,75375",,,"3,75375",0
P01BSB200,u,"Bloq.horm. esquina split blanco 35x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"7,5075",,,"7,5075",0
P01BSB210,u,"Bloq.horm. esquina split blanco 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSB220,u,"Bloq.horm. esquina split blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSB230,u,"Bloq.horm. esquina split blanco 40x20x40","BLOQUE DE HORMIGON CONVENCIONAL",,,"22,88",,,"22,88",0
P01BSB240,u,"Bloq.horm. zuncho split blanco 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BSB250,u,"Bloq.horm. zuncho split blanco 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSB260,u,"Plaqueta split blanca 40x5x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,2",,,"2,2",0
P01BSB270,u,"Plaqueta split blanca 40x5x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,4",,,"4,4",0
P01BSB280,u,"Bloque Split-sillar bl. 40x10x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,86",,,"2,86",0
P01BSC010,u,"Bloq.horm. standard 1c.split color 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSC020,u,"Bloq.horm. standard 1c.split color 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSC030,u,"Bloq.horm. standard 1c.split color 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSC040,u,"Bloq.horm. standard 1c.split color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSC050,u,"Bloq.horm. standard 2c.split color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSC060,u,"Bloq.horm. c.lisas 1c.split color 20x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,145",,,"2,145",0
P01BSC070,u,"Bloq.horm. c.lisas 1c.split color 20x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSC080,u,"Bloq.horm. c.lisas 1c.split color 20x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSC090,u,"Bloq.horm. c.lisas 1c.split color 20x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSC100,u,"Bloq.horm. c.lisas 1c.split color 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSC110,u,"Bloq.horm. c.lisas 1c.split color 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BSC120,u,"Bloq.horm. c.lisas 1c.split color 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSC130,u,"Bloq.horm. c.lisas 1c.split color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSC140,u,"Bloq.horm. c.lisas 2c.split color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSC150,u,"Bloq.horm. esquina split color 20x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,145",,,"2,145",0
P01BSC160,u,"Bloq.horm. esquina split color 20x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSC170,u,"Bloq.horm. esquina split color 20x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,86",,,"2,86",0
P01BSC180,u,"Bloq.horm. esquina split color 20x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSC190,u,"Bloq.horm. esquina split color 35x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"3,75375",,,"3,75375",0
P01BSC200,u,"Bloq.horm. esquina split color 35x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"7,5075",,,"7,5075",0
P01BSC210,u,"Bloq.horm. esquina split color 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSC220,u,"Bloq.horm. esquina split color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSC230,u,"Bloq.horm. esquina split color 40x20x40","BLOQUE DE HORMIGON CONVENCIONAL",,,"22,88",,,"22,88",0
P01BSC240,u,"Bloq.horm. zuncho split color 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BSC250,u,"Bloq.horm. zuncho split color 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSC260,u,"Plaqueta split color 40x5x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,2",,,"2,2",0
P01BSC270,u,"Plaqueta split color 40x5x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,4",,,"4,4",0
P01BSC280,u,"Bloq.Split-sillar color 40x10x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSG010,u,"Bloq.horm. standard 1c.split gris 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSG020,u,"Bloq.horm. standard 1c.split gris 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
P01BSG030,u,"Bloq.horm. standard 1c.split gris 40x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSG040,u,"Bloq.horm. standard 1c.split gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSG050,u,"Bloq.horm. standard 2c.split gris 40x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"11,44",,,"11,44",0
P01BSG060,u,"Bloq.horm. c.lisas 1c.split gris 20x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,145",,,"2,145",0
P01BSG070,u,"Bloq.horm. c.lisas 1c.split gris 20x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSG080,u,"Bloq.horm. c.lisas 1c.split gris 20x20x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"2,86",,,"2,86",0
P01BSG090,u,"Bloq.horm. c.lisas 1c.split gris 20x20x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"5,72",,,"5,72",0
P01BSG100,u,"Bloq.horm. c.lisas 1c.split gris 40x15x10","BLOQUE DE HORMIGON CONVENCIONAL",,,"4,29",,,"4,29",0
P01BSG110,u,"Bloq.horm. c.lisas 1c.split gris 40x15x20","BLOQUE DE HORMIGON CONVENCIONAL",,,"8,58",,,"8,58",0
